title,media_type,collection,wikipedia_link
Red Dead Redemption,Game,Red Dead,https://en.wikipedia.org/wiki/Red_Dead_Redemption
Red Dead Redemption 2,Game,Red Dead,https://en.wikipedia.org/wiki/Red_Dead_Redemption_2
Alan Wake,Game,Alan Wake,https://en.wikipedia.org/wiki/Alan_Wake
Alan Wake 2,Game,Alan Wake,https://en.wikipedia.org/wiki/Alan_Wake_2
Metal Gear,Game,Metal Gear,https://en.wikipedia.org/wiki/Metal_Gear_(video_game)
Snake's Revenge,Game,Metal Gear,https://en.wikipedia.org/wiki/Snake%27s_Revenge
Metal Gear 2: Solid Snake,Game,Metal Gear,https://en.wikipedia.org/wiki/Metal_Gear_2:_Solid_Snake
Metal Gear Solid,Game,Metal Gear,https://en.wikipedia.org/wiki/Metal_Gear_Solid_(1998_video_game)
Metal Gear Solid 2: Sons of Liberty,Game,Metal Gear,https://en.wikipedia.org/wiki/Metal_Gear_Solid_2:_Sons_of_Liberty
Metal Gear Solid 3: Snake Eater,Game,Metal Gear,https://en.wikipedia.org/wiki/Metal_Gear_Solid_3:_Snake_Eater
Metal Gear Solid 4: Guns of the Patriots,Game,Metal Gear,https://en.wikipedia.org/wiki/Metal_Gear_Solid_4:_Guns_of_the_Patriots
Metal Gear Solid: Peace Walker,Game,Metal Gear,https://en.wikipedia.org/wiki/Metal_Gear_Solid:_Peace_Walker
Metal Gear Solid V: Ground Zeroes,Game,Metal Gear,https://en.wikipedia.org/wiki/Metal_Gear_Solid_V:_Ground_Zeroes
Metal Gear Solid V: The Phantom Pain,Game,Metal Gear,https://en.wikipedia.org/wiki/Metal_Gear_Solid_V:_The_Phantom_Pain
The Legend of Zelda: A Link to the Past,Game,The Legend of Zelda,https://en.wikipedia.org/wiki/The_Legend_of_Zelda:_A_Link_to_the_Past
The Legend of Zelda: Four Swords Anniversary Edition,Game,The Legend of Zelda,https://en.wikipedia.org/wiki/The_Legend_of_Zelda:_A_Link_to_the_Past_and_Four_Swords#Enhanced_port
The Legend of Zelda: Link's Awakening,Game,The Legend of Zelda,https://en.wikipedia.org/wiki/The_Legend_of_Zelda:_Link%27s_Awakening_(2019_video_game)
The Legend of Zelda: Ocarina of Time 3D,Game,The Legend of Zelda,https://en.wikipedia.org/wiki/The_Legend_of_Zelda:_Ocarina_of_Time_3D
The Legend of Zelda: Majora's Mask 3D,Game,The Legend of Zelda,https://en.wikipedia.org/wiki/The_Legend_of_Zelda:_Majora%27s_Mask_3D
The Legend of Zelda: Oracle of Seasons The Legend of Zelda: Oracle of Ages,Game,The Legend of Zelda,https://en.wikipedia.org/wiki/The_Legend_of_Zelda:_Oracle_of_Seasons_and_Oracle_of_Ages
The Legend of Zelda: The Wind Waker,Game,The Legend of Zelda,https://en.wikipedia.org/wiki/The_Legend_of_Zelda:_The_Wind_Waker
The Legend of Zelda: The Minish Cap,Game,The Legend of Zelda,https://en.wikipedia.org/wiki/The_Legend_of_Zelda:_The_Minish_Cap
The Legend of Zelda: Twilight Princess,Game,The Legend of Zelda,https://en.wikipedia.org/wiki/The_Legend_of_Zelda:_Twilight_Princess
The Legend of Zelda: A Link Between Worlds,Game,The Legend of Zelda,https://en.wikipedia.org/wiki/The_Legend_of_Zelda:_A_Link_Between_Worlds
The Legend of Zelda: Breath of the Wild,Game,The Legend of Zelda,https://en.wikipedia.org/wiki/The_Legend_of_Zelda:_Breath_of_the_Wild
The Legend of Zelda: Tears of the Kingdom,Game,The Legend of Zelda,https://en.wikipedia.org/wiki/The_Legend_of_Zelda:_Tears_of_the_Kingdom
Assassin's Creed,Game,Assassin's Creed,https://en.wikipedia.org/wiki/Assassin%27s_Creed_(video_game)
Assassin's Creed II,Game,Assassin's Creed,https://en.wikipedia.org/wiki/Assassin%27s_Creed_II
Assassin's Creed Brotherhood,Game,Assassin's Creed,https://en.wikipedia.org/wiki/Assassin%27s_Creed:_Brotherhood
Assassin's Creed Revelations,Game,Assassin's Creed,https://en.wikipedia.org/wiki/Assassin%27s_Creed_Revelations
Assassin's Creed III,Game,Assassin's Creed,https://en.wikipedia.org/wiki/Assassin%27s_Creed_III
Assassin's Creed IV: Black Flag,Game,Assassin's Creed,https://en.wikipedia.org/wiki/Assassin%27s_Creed_IV:_Black_Flag
Assassin's Creed Rogue,Game,Assassin's Creed,https://en.wikipedia.org/wiki/Assassin%27s_Creed_Rogue
Assassin's Creed Unity,Game,Assassin's Creed,https://en.wikipedia.org/wiki/Assassin%27s_Creed_Unity
Assassin's Creed Syndicate,Game,Assassin's Creed,https://en.wikipedia.org/wiki/Assassin%27s_Creed_Syndicate
Assassin's Creed Origins,Game,Assassin's Creed,https://en.wikipedia.org/wiki/Assassin%27s_Creed_Origins
Assassin's Creed Odyssey,Game,Assassin's Creed,https://en.wikipedia.org/wiki/Assassin%27s_Creed_Odyssey
Assassin's Creed Valhalla,Game,Assassin's Creed,https://en.wikipedia.org/wiki/Assassin%27s_Creed_Valhalla
Assassin's Creed Mirage,Game,Assassin's Creed,https://en.wikipedia.org/wiki/Assassin%27s_Creed_Mirage
Watch Dogs,Game,Watch Dogs,https://en.wikipedia.org/wiki/Watch_Dogs
Watch Dogs 2,Game,Watch Dogs,https://en.wikipedia.org/wiki/Watch_Dogs_2
Watch Dogs: Legion,Game,Watch Dogs,https://en.wikipedia.org/wiki/Watch_Dogs:_Legion
Harry Potter and the Prisoner of Azkaban,Game,J. K. Rowling,https://en.wikipedia.org/wiki/Harry_Potter_and_the_Prisoner_of_Azkaban_(video_game)
Infinity Blade,Game,Infinity Blade,https://en.wikipedia.org/wiki/Infinity_Blade
Infinity Blade II,Game,Infinity Blade,https://en.wikipedia.org/wiki/Infinity_Blade_II
Infinity Blade III,Game,Infinity Blade,https://en.wikipedia.org/wiki/Infinity_Blade_III
The Witcher 3: Wild Hunt,Game,,https://en.wikipedia.org/wiki/The_Witcher_3:_Wild_Hunt
Bloodborne,Game,FromSoftware,https://en.wikipedia.org/wiki/Bloodborne
Horizon Zero Dawn,Game,Horizon,https://en.wikipedia.org/wiki/Horizon_Zero_Dawn
Horizon Forbidden West,Game,Horizon,https://en.wikipedia.org/wiki/Horizon_Forbidden_West
Cyberpunk 2077,Game,,https://en.wikipedia.org/wiki/Cyberpunk_2077
The Simpsons: Hit & Run,Game,Matt Groening,https://en.wikipedia.org/wiki/The_Simpsons:_Hit_%26_Run
Stardew Valley,Game,,https://en.wikipedia.org/wiki/Stardew_Valley
Terraria,Game,,https://en.wikipedia.org/wiki/Terraria
RollerCoaster Tycoon 2,Game,,https://en.wikipedia.org/wiki/RollerCoaster_Tycoon_2
Dead by Daylight,Game,,https://en.wikipedia.org/wiki/Dead_by_Daylight
Super Metroid,Game,,https://en.wikipedia.org/wiki/Super_Metroid
Castlevania: Symphony of the Night,Game,,https://en.wikipedia.org/wiki/Castlevania:_Symphony_of_the_Night
Minecraft,Game,,https://en.wikipedia.org/wiki/Minecraft
Disco Elysium,Game,,https://en.wikipedia.org/wiki/Disco_Elysium
Shadow of the Colossus,Game,,https://en.wikipedia.org/wiki/Shadow_of_the_Colossus_(2018_video_game)
Diablo II: Resurrected,Game,,https://en.wikipedia.org/wiki/Diablo_II:_Resurrected
Hollow Knight,Game,,https://en.wikipedia.org/wiki/Hollow_Knight
Journey,Game,,https://en.wikipedia.org/wiki/Journey_(2012_video_game)
Silent Hill 2,Game,,https://en.wikipedia.org/wiki/Silent_Hill_2
Return of the Obra Dinn,Game,,https://en.wikipedia.org/wiki/Return_of_the_Obra_Dinn
Inside,Game,,https://en.wikipedia.org/wiki/Inside_(video_game)
Persona 5,Game,,https://en.wikipedia.org/wiki/Persona_5
Dark Souls,Game,FromSoftware,https://en.wikipedia.org/wiki/Dark_Souls_(video_game)
Dark Souls II,Game,FromSoftware,https://en.wikipedia.org/wiki/Dark_Souls_II
Dark Souls III,Game,FromSoftware,https://en.wikipedia.org/wiki/Dark_Souls_III
Chicken Run,Film,Aardman Animations,https://en.wikipedia.org/wiki/Chicken_Run
Flushed Away,Film,Aardman Animations,https://en.wikipedia.org/wiki/Flushed_Away
Snow White and the Seven Dwarfs,Film,Disney,https://en.wikipedia.org/wiki/Snow_White_and_the_Seven_Dwarfs_(1937_film)
Pinocchio,Film,Disney,https://en.wikipedia.org/wiki/Pinocchio_(1940_film)
Dumbo,Film,Disney,https://en.wikipedia.org/wiki/Dumbo
Bambi,Film,Disney,https://en.wikipedia.org/wiki/Bambi
Alice in Wonderland,Film,Disney,https://en.wikipedia.org/wiki/Alice_in_Wonderland_(1951_film)
Peter Pan,Film,Disney,https://en.wikipedia.org/wiki/Peter_Pan_(1953_film)
Return to Never Land,Film,Disney,https://en.wikipedia.org/wiki/Return_to_Never_Land
Lady and the Tramp,Film,Disney,https://en.wikipedia.org/wiki/Lady_and_the_Tramp
Sleeping Beauty,Film,Disney,https://en.wikipedia.org/wiki/Sleeping_Beauty_(1959_film)
One Hundred and One Dalmatians,Film,Disney,https://en.wikipedia.org/wiki/One_Hundred_and_One_Dalmatians
Mary Poppins,Film,Disney,https://en.wikipedia.org/wiki/Mary_Poppins_(film)
The Jungle Book,Film,Disney,https://en.wikipedia.org/wiki/The_Jungle_Book_(1967_film)
The Many Adventures of Winnie the Pooh,Film,A. A. Milne,https://en.wikipedia.org/wiki/The_Many_Adventures_of_Winnie_the_Pooh
Winnie the Pooh Discovers the Seasons,Film,A. A. Milne,https://en.wikipedia.org/wiki/Winnie_the_Pooh_Discovers_the_Seasons
Winnie the Pooh and a Day for Eeyore,Film,A. A. Milne,https://en.wikipedia.org/wiki/Winnie_the_Pooh_and_a_Day_for_Eeyore
The Tigger Movie,Film,A. A. Milne,https://en.wikipedia.org/wiki/The_Tigger_Movie
Piglet's Big Movie,Film,A. A. Milne,https://en.wikipedia.org/wiki/Piglet%27s_Big_Movie
Pooh's Heffalump Movie,Film,A. A. Milne,https://en.wikipedia.org/wiki/Pooh%27s_Heffalump_Movie
Winnie the Pooh,Film,A. A. Milne,https://en.wikipedia.org/wiki/Winnie_the_Pooh_(2011_film)
The Little Mermaid,Film,Disney,https://en.wikipedia.org/wiki/The_Little_Mermaid_(1989_film)
Beauty and the Beast,Film,Disney,https://en.wikipedia.org/wiki/Beauty_and_the_Beast_(1991_film)
Aladdin,Film,Disney,https://en.wikipedia.org/wiki/Aladdin_(1992_Disney_film)
The Lion King,Film,Disney,https://en.wikipedia.org/wiki/The_Lion_King
Pocahontas,Film,Disney,https://en.wikipedia.org/wiki/Pocahontas_(1995_film)
A Goofy Movie,Film,Disney,https://en.wikipedia.org/wiki/A_Goofy_Movie
Cool Runnings,Film,Disney,https://en.wikipedia.org/wiki/Cool_Runnings
The Hunchback of Notre Dame,Film,Disney,https://en.wikipedia.org/wiki/The_Hunchback_of_Notre_Dame_(1996_film)
One Hundred and One Dalmatians,Film,Disney,https://en.wikipedia.org/wiki/One_Hundred_and_One_Dalmatians
Tarzan,Film,Disney,https://en.wikipedia.org/wiki/Tarzan_(1999_film)
Inspector Gadget,Film,Inspector Gadget,https://en.wikipedia.org/wiki/Inspector_Gadget_(film)
Inspector Gadget 2,Film,Inspector Gadget,https://en.wikipedia.org/wiki/Inspector_Gadget_2
Charlie and the Chocolate Factory,Film,Roald Dahl,https://en.wikipedia.org/wiki/Charlie_and_the_Chocolate_Factory_(film)
Toy Story,Film,Disney,https://en.wikipedia.org/wiki/Toy_Story
Toy Story 2,Film,Disney,https://en.wikipedia.org/wiki/Toy_Story_2
Toy Story 3,Film,Disney,https://en.wikipedia.org/wiki/Toy_Story_3
"Monsters, Inc.",Film,Disney,"https://en.wikipedia.org/wiki/Monsters,_Inc."
Finding Nemo,Film,Disney,https://en.wikipedia.org/wiki/Finding_Nemo
The Incredibles,Film,Disney,https://en.wikipedia.org/wiki/The_Incredibles
Chicken Little,Film,Disney,https://en.wikipedia.org/wiki/Chicken_Little_(2005_film)
"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",Film,,"https://en.wikipedia.org/wiki/The_Chronicles_of_Narnia:_The_Lion,_the_Witch_and_the_Wardrobe"
Cars,Film,Disney,https://en.wikipedia.org/wiki/Cars_(film)
Meet the Robinsons,Film,Disney,https://en.wikipedia.org/wiki/Meet_the_Robinsons
Ratatouille,Film,Disney,https://en.wikipedia.org/wiki/Ratatouille_(film)
WALL-E,Film,Disney,https://en.wikipedia.org/wiki/WALL-E
Up,Film,Disney,https://en.wikipedia.org/wiki/Up_(2009_film)
Madagascar,Film,DreamWorks,https://en.wikipedia.org/wiki/Madagascar_(2005_film)
Madagascar: Escape 2 Africa,Film,DreamWorks,https://en.wikipedia.org/wiki/Madagascar:_Escape_2_Africa
Madagascar 3: Europe's Most Wanted,Film,DreamWorks,https://en.wikipedia.org/wiki/Madagascar_3:_Europe%27s_Most_Wanted
Shrek,Film,DreamWorks,https://en.wikipedia.org/wiki/Shrek
Shrek 2,Film,DreamWorks,https://en.wikipedia.org/wiki/Shrek_2
Shrek the Third,Film,DreamWorks,https://en.wikipedia.org/wiki/Shrek_the_Third
Kung Fu Panda,Film,DreamWorks,https://en.wikipedia.org/wiki/Kung_Fu_Panda_(film)
Kung Fu Panda 2,Film,DreamWorks,https://en.wikipedia.org/wiki/Kung_Fu_Panda_2
Kung Fu Panda 3,Film,DreamWorks,https://en.wikipedia.org/wiki/Kung_Fu_Panda_3
The Princess and the Frog,Film,Disney,https://en.wikipedia.org/wiki/The_Princess_and_the_Frog
Tangled,Film,Disney,https://en.wikipedia.org/wiki/Tangled
Brave,Film,Disney,https://en.wikipedia.org/wiki/Brave_(2012_film)
Wreck-It Ralph,Film,Disney,https://en.wikipedia.org/wiki/Wreck-It_Ralph
Frozen,Film,Disney,https://en.wikipedia.org/wiki/Frozen_(2013_film)
Big Hero 6,Film,Disney,https://en.wikipedia.org/wiki/Big_Hero_6_(film)
The Good Dinosaur,Film,Disney,https://en.wikipedia.org/wiki/The_Good_Dinosaur
Moana,Film,Disney,https://en.wikipedia.org/wiki/Moana_(2016_film)
Coco,Film,Disney,https://en.wikipedia.org/wiki/Coco_(2017_film)
Raya and the Last Dragon,Film,Disney,https://en.wikipedia.org/wiki/Raya_and_the_Last_Dragon
Luca,Film,Disney,https://en.wikipedia.org/wiki/Luca_(2021_film)
Encanto,Film,Disney,https://en.wikipedia.org/wiki/Encanto
Leo,Film,,https://en.wikipedia.org/wiki/Leo_(2023_American_film)
The Muppet Movie,Film,Jim Henson,https://en.wikipedia.org/wiki/The_Muppet_Movie
The Great Muppet Caper,Film,Jim Henson,https://en.wikipedia.org/wiki/The_Great_Muppet_Caper
The Muppets Take Manhattan,Film,Jim Henson,https://en.wikipedia.org/wiki/The_Muppets_Take_Manhattan
The Muppet Christmas Carol,Film,"Jim Henson, Charles Dickens",https://en.wikipedia.org/wiki/The_Muppet_Christmas_Carol
Muppet Treasure Island,Film,Jim Henson,https://en.wikipedia.org/wiki/Muppet_Treasure_Island
The Muppets,Film,Jim Henson,https://en.wikipedia.org/wiki/The_Muppets_(film)
Muppets Most Wanted,Film,,https://en.wikipedia.org/wiki/Muppets_Most_Wanted
Diary of a Wimpy Kid,Film,Jeff Kinney,https://en.wikipedia.org/wiki/Diary_of_a_Wimpy_Kid_(2010_film)
Diary of a Wimpy Kid: Rodrick Rules,Film,Jeff Kinney,https://en.wikipedia.org/wiki/Diary_of_a_Wimpy_Kid:_Rodrick_Rules_(2011_film)
Diary of a Wimpy Kid: Dog Days,Film,Jeff Kinney,https://en.wikipedia.org/wiki/Diary_of_a_Wimpy_Kid:_Dog_Days_(film)
Matilda,Film,Roald Dahl,https://en.wikipedia.org/wiki/Matilda_(1996_film)
Despicable Me,Film,Despicable Me,https://en.wikipedia.org/wiki/Despicable_Me_(film)
Minions,Film,Despicable Me,https://en.wikipedia.org/wiki/Minions_(film)
The BFG,Film,Roald Dahl,https://en.wikipedia.org/wiki/The_BFG_(1989_film)
A Grand Day Out,Film,Aardman Animations,https://en.wikipedia.org/wiki/A_Grand_Day_Out
The Wrong Trousers,Film,Aardman Animations,https://en.wikipedia.org/wiki/The_Wrong_Trousers
Wallace and Gromit: A Close Shave,Film,Aardman Animations,https://en.wikipedia.org/wiki/A_Close_Shave
Wallace & Gromit: The Curse of the Were-Rabbit,Film,Aardman Animations,https://en.wikipedia.org/wiki/Wallace_%26_Gromit:_The_Curse_of_the_Were-Rabbit
A Matter of Loaf and Death,Film,Aardman Animations,https://en.wikipedia.org/wiki/A_Matter_of_Loaf_and_Death
Kirikou and the Sorceress,Film,,https://en.wikipedia.org/wiki/Kirikou_and_the_Sorceress
Neuilly Yo Mama!,Film,,https://en.wikipedia.org/wiki/Neuilly_Yo_Mama!
Ramayana: The Legend of Prince Rama,Film,,https://en.wikipedia.org/wiki/Ramayana:_The_Legend_of_Prince_Rama
Ace Ventura: Pet Detective,Film,,https://en.wikipedia.org/wiki/Ace_Ventura:_Pet_Detective
Writing With Fire,Film,,https://en.wikipedia.org/wiki/Writing_with_Fire
Bitter Lake,Film,Adam Curtis,https://en.wikipedia.org/wiki/Bitter_Lake_(film)
HyperNormalisation,Film,Adam Curtis,https://en.wikipedia.org/wiki/HyperNormalisation
Seaspiracy,Film,,https://en.wikipedia.org/wiki/Seaspiracy
Get Me Roger Stone,Film,,https://en.wikipedia.org/wiki/Get_Me_Roger_Stone
jeen-yuhs: A Kanye Trilogy,Film,Kanye West,https://en.wikipedia.org/wiki/Jeen-Yuhs
Wrestling Isn't Wrestling,Film,,https://en.wikipedia.org/wiki/Wrestling_Isn%27t_Wrestling
Senna,Film,,https://en.wikipedia.org/wiki/Senna_(film)
The Kid,Film,Charlie Chaplin,https://en.wikipedia.org/wiki/The_Kid_(1921_film)
A Woman of Paris,Film,Charlie Chaplin,https://en.wikipedia.org/wiki/A_Woman_of_Paris
The Gold Rush,Film,Charlie Chaplin,https://en.wikipedia.org/wiki/The_Gold_Rush
The Circus,Film,Charlie Chaplin,https://en.wikipedia.org/wiki/The_Circus_(1928_film)
City Lights,Film,Charlie Chaplin,https://en.wikipedia.org/wiki/City_Lights
Modern Times,Film,Charlie Chaplin,https://en.wikipedia.org/wiki/Modern_Times_(film)
The Great Dictator,Film,Charlie Chaplin,https://en.wikipedia.org/wiki/The_Great_Dictator
Monsieur Verdoux,Film,Charlie Chaplin,https://en.wikipedia.org/wiki/Monsieur_Verdoux
Limelight,Film,Charlie Chaplin,https://en.wikipedia.org/wiki/Limelight_(1952_film)
A King in New York,Film,Charlie Chaplin,https://en.wikipedia.org/wiki/A_King_in_New_York
A Countess from Hong Kong,Film,Charlie Chaplin,https://en.wikipedia.org/wiki/A_Countess_from_Hong_Kong
Grown Ups,Film,Grown Ups,https://en.wikipedia.org/wiki/Grown_Ups_(film)
Grown Ups 2,Film,Grown Ups,https://en.wikipedia.org/wiki/Grown_Ups_2
American Pie,Film,American Pie,https://en.wikipedia.org/wiki/American_Pie_(film)
American Pie 2,Film,American Pie,https://en.wikipedia.org/wiki/American_Pie_2
American Wedding,Film,American Pie,https://en.wikipedia.org/wiki/American_Wedding
American Reunion,Film,American Pie,https://en.wikipedia.org/wiki/American_Reunion
Ride Along,Film,Ride Along,https://en.wikipedia.org/wiki/Ride_Along_(film)
Ride Along 2,Film,Ride Along,https://en.wikipedia.org/wiki/Ride_Along_2
The Hangover,Film,The Hangover,https://en.wikipedia.org/wiki/The_Hangover
The Hangover Part II,Film,The Hangover,https://en.wikipedia.org/wiki/The_Hangover_Part_II
The Hangover Part III,Film,The Hangover,https://en.wikipedia.org/wiki/The_Hangover_Part_III
Ali G Indahouse,Film,Sacha Baron Cohen,https://en.wikipedia.org/wiki/Ali_G_Indahouse
Borat,Film,Sacha Baron Cohen,https://en.wikipedia.org/wiki/Borat
Brüno,Film,Sacha Baron Cohen,https://en.wikipedia.org/wiki/Br%C3%BCno
Borat Subsequent Moviefilm: Delivery of Prodigious Bribe to American Regime for Make Benefit Once Glorious Nation of Kazakhstan,Film,Sacha Baron Cohen,https://en.wikipedia.org/wiki/Borat_Subsequent_Moviefilm
Coming to America,Film,,https://en.wikipedia.org/wiki/Coming_to_America
Friday,Film,,https://en.wikipedia.org/wiki/Friday_(1995_film)
Rush Hour,Film,Rush Hour,https://en.wikipedia.org/wiki/Rush_Hour_(1998_film)
Rush Hour 2,Film,Rush Hour,https://en.wikipedia.org/wiki/Rush_Hour_2
Rush Hour 3,Film,Rush Hour,https://en.wikipedia.org/wiki/Rush_Hour_3
21 Jump Street,Film,Jump Street,https://en.wikipedia.org/wiki/21_Jump_Street_(film)
22 Jump Street,Film,Jump Street,https://en.wikipedia.org/wiki/22_Jump_Street
Good Boys,Film,,https://en.wikipedia.org/wiki/Good_Boys_(film)
Superbad,Film,,https://en.wikipedia.org/wiki/Superbad
White Chicks,Film,,https://en.wikipedia.org/wiki/White_Chicks
Ted,Film,,https://en.wikipedia.org/wiki/Ted_(film)
Monty Python and the Holy Grail,Film,Monty Python,https://en.wikipedia.org/wiki/Monty_Python_and_the_Holy_Grail
Monty Python's Life of Brian,Film,Monty Python,https://en.wikipedia.org/wiki/Monty_Python%27s_Life_of_Brian
Monty Python's The Meaning of Life,Film,Monty Python,https://en.wikipedia.org/wiki/Monty_Python%27s_The_Meaning_of_Life
The Mask,Film,,https://en.wikipedia.org/wiki/The_Mask_(1994_film)
The Dictator,Film,,https://en.wikipedia.org/wiki/The_Dictator_(2012_film)
Akira,Film,,https://en.wikipedia.org/wiki/Akira_(1988_film)
Dune,Film,Frank Herbert,https://en.wikipedia.org/wiki/Dune_(2021_film)
Dune: Part Two,Film,Frank Herbert,https://en.wikipedia.org/wiki/Dune:_Part_Two
Sadhna,Film,B. R. Chopra,https://en.wikipedia.org/wiki/Sadhna_(film)
Arrival,Film,,https://en.wikipedia.org/wiki/Arrival_(film)
Alien,Film,,https://en.wikipedia.org/wiki/Alien_(film)
Aftersun,Film,,https://en.wikipedia.org/wiki/Aftersun
2001: A Space Odyssey,Film,Stanley Kubrick,https://en.wikipedia.org/wiki/2001:_A_Space_Odyssey
Eyes Wide Shut,Film,Stanley Kubrick,https://en.wikipedia.org/wiki/Eyes_Wide_Shut
The Shining,Film,Stanley Kubrick,https://en.wikipedia.org/wiki/The_Shining_(film)
This Is England,Film,,https://en.wikipedia.org/wiki/This_Is_England
El Camino: A Breaking Bad Movie,Film,Vince Gilligan,https://en.wikipedia.org/wiki/El_Camino:_A_Breaking_Bad_Movie
Pulp Fiction,Film,Quentin Tarantino,https://en.wikipedia.org/wiki/Pulp_Fiction
Eternal Sunshine of the Spotless Mind,Film,,https://en.wikipedia.org/wiki/Eternal_Sunshine_of_the_Spotless_Mind
Taxi Driver,Film,Martin Scorsese,https://en.wikipedia.org/wiki/Taxi_Driver
Moonlight,Film,,https://en.wikipedia.org/wiki/Moonlight_(2016_film)
The Shawshank Redemption,Film,,https://en.wikipedia.org/wiki/The_Shawshank_Redemption
The Pianist,Film,,https://en.wikipedia.org/wiki/The_Pianist_(2002_film)
Schindler's List,Film,,https://en.wikipedia.org/wiki/Schindler%27s_List
The Grand Budapest Hotel,Film,Wes Anderson,https://en.wikipedia.org/wiki/The_Grand_Budapest_Hotel
Mulholland Drive,Film,,https://en.wikipedia.org/wiki/Mulholland_Drive_(film)
Raging Bull,Film,Martin Scorsese,https://en.wikipedia.org/wiki/Raging_Bull
"The Good, the Bad and the Ugly",Film,,"https://en.wikipedia.org/wiki/The_Good,_the_Bad_and_the_Ugly"
Parasite,Film,,https://en.wikipedia.org/wiki/Parasite_(2019_film)
Oldboy,Film,,https://en.wikipedia.org/wiki/Oldboy_(2003_film)
The Handmaiden,Film,,https://en.wikipedia.org/wiki/The_Handmaiden
The Wailing,Film,,https://en.wikipedia.org/wiki/The_Wailing_(2016_film)
American Psycho,Film,,https://en.wikipedia.org/wiki/American_Psycho_(film)
The Whale,Film,,https://en.wikipedia.org/wiki/The_Whale_(2022_film)
Iron Man,Film,Marvel,https://en.wikipedia.org/wiki/Iron_Man_(2008_film)
The Incredible Hulk,Film,Marvel,https://en.wikipedia.org/wiki/The_Incredible_Hulk_(film)
Iron Man 2,Film,Marvel,https://en.wikipedia.org/wiki/Iron_Man_2
Thor,Film,Marvel,https://en.wikipedia.org/wiki/Thor_(film)
Captain America: The First Avenger,Film,Marvel,https://en.wikipedia.org/wiki/Captain_America:_The_First_Avenger
The Avengers,Film,Marvel,https://en.wikipedia.org/wiki/The_Avengers_(2012_film)
Iron Man 3,Film,Marvel,https://en.wikipedia.org/wiki/Iron_Man_3
Thor: The Dark World,Film,Marvel,https://en.wikipedia.org/wiki/Thor:_The_Dark_World
Captain America: The Winter Soldier,Film,Marvel,https://en.wikipedia.org/wiki/Captain_America:_The_Winter_Soldier
Guardians of the Galaxy,Film,Marvel,https://en.wikipedia.org/wiki/Guardians_of_the_Galaxy_(film)
Avengers: Age of Ultron,Film,Marvel,https://en.wikipedia.org/wiki/Avengers:_Age_of_Ultron
Ant-Man,Film,Marvel,https://en.wikipedia.org/wiki/Ant-Man_(film)
Captain America: Civil War,Film,Marvel,https://en.wikipedia.org/wiki/Captain_America:_Civil_War
Doctor Strange,Film,Marvel,https://en.wikipedia.org/wiki/Doctor_Strange_(2016_film)
Guardians of the Galaxy Vol. 2,Film,Marvel,https://en.wikipedia.org/wiki/Guardians_of_the_Galaxy_Vol._2
Spider-Man: Homecoming,Film,Marvel,https://en.wikipedia.org/wiki/Spider-Man:_Homecoming
Thor: Ragnarok,Film,Marvel,https://en.wikipedia.org/wiki/Thor:_Ragnarok
Black Panther,Film,Marvel,https://en.wikipedia.org/wiki/Black_Panther_(film)
Avengers: Infinity War,Film,Marvel,https://en.wikipedia.org/wiki/Avengers:_Infinity_War
Ant-Man and the Wasp,Film,Marvel,https://en.wikipedia.org/wiki/Ant-Man_and_the_Wasp
Captain Marvel,Film,Marvel,https://en.wikipedia.org/wiki/Captain_Marvel_(film)
Avengers: Endgame,Film,Marvel,https://en.wikipedia.org/wiki/Avengers:_Endgame
Spider-Man: Far From Home,Film,Marvel,https://en.wikipedia.org/wiki/Spider-Man:_Far_From_Home
Black Widow,Film,Marvel,https://en.wikipedia.org/wiki/Black_Widow_(2021_film)
Shang-Chi and the Legend of the Ten Rings,Film,Marvel,https://en.wikipedia.org/wiki/Shang-Chi_and_the_Legend_of_the_Ten_Rings
Eternals,Film,Marvel,https://en.wikipedia.org/wiki/Eternals_(film)
Spider-Man: No Way Home,Film,Marvel,https://en.wikipedia.org/wiki/Spider-Man:_No_Way_Home
Doctor Strange in the Multiverse of Madness,Film,Marvel,https://en.wikipedia.org/wiki/Doctor_Strange_in_the_Multiverse_of_Madness
Thor: Love and Thunder,Film,Marvel,https://en.wikipedia.org/wiki/Thor:_Love_and_Thunder
Spider-Man: Into the Spider-Verse,Film,Marvel,https://en.wikipedia.org/wiki/Spider-Man:_Into_the_Spider-Verse
Spider-Man: Across the Spider-Verse,Film,Marvel,https://en.wikipedia.org/wiki/Spider-Man:_Across_the_Spider-Verse
The Batman,Film,Batman,https://en.wikipedia.org/wiki/The_Batman_(film)
Joker,Film,Batman,https://en.wikipedia.org/wiki/Joker_(2019_film)
Knives Out,Film,Knives Out,https://en.wikipedia.org/wiki/Knives_Out
Glass Onion: A Knives Out Mystery,Film,Knives Out,https://en.wikipedia.org/wiki/Glass_Onion:_A_Knives_Out_Mystery
The Great Gatsby,Film,F. Scott Fitzgerald,https://en.wikipedia.org/wiki/The_Great_Gatsby_(2013_film)
Once Upon a Time...in Hollywood,Film,Quentin Tarantino,https://en.wikipedia.org/wiki/Once_Upon_a_Time_in_Hollywood
The Pursuit of Happyness,Film,,https://en.wikipedia.org/wiki/The_Pursuit_of_Happyness
Django Unchained,Film,Quentin Tarantino,https://en.wikipedia.org/wiki/Django_Unchained
